,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
306,youkounkoun,12.5333,-13.1333,75.56,68.0,43.0,3.96,GN,1650866174.0
307,kloulklubed,7.0419,134.2556,83.16,73.0,81.0,7.9,PW,1650866174.0
308,semey,50.4111,80.2275,48.42,34.0,0.0,4.47,KZ,1650866174.0
309,umm lajj,25.0213,37.2685,80.87,38.0,0.0,5.88,SA,1650866174.0
311,andijon,40.7821,72.3442,65.48,45.0,83.0,9.19,UZ,1650866175.0
312,qaqortoq,60.7167,-46.0333,34.02,92.0,100.0,3.89,GL,1650866175.0
313,sinnai,39.3042,9.2036,54.46,79.0,0.0,5.75,IT,1650866175.0
315,leningradskiy,69.3833,178.4167,21.18,89.0,86.0,5.23,RU,1650866176.0
316,beloha,-25.1667,45.05,78.84,56.0,80.0,10.63,MG,1650866176.0
317,ankazobe,-18.3167,47.1167,66.16,75.0,99.0,13.65,MG,1650866176.0
318,kyotera,-0.6156,31.5175,67.15,84.0,100.0,1.92,UG,1650866177.0
319,lasa,46.6166,10.7002,40.37,82.0,81.0,3.87,IT,1650866177.0
320,calhoun,42.2506,-85.0005,63.43,69.0,100.0,9.22,US,1650866177.0
321,hovd,48.0056,91.6419,35.53,24.0,69.0,7.43,MN,1650866178.0
322,maceio,-9.6658,-35.7353,72.84,94.0,40.0,3.44,BR,1650866178.0
323,mangan,27.5167,88.5333,81.39,57.0,5.0,7.34,IN,1650866178.0
324,rayong,12.8333,101.4333,93.79,71.0,84.0,9.26,TH,1650866178.0
325,villa del rosario,7.8339,-72.4742,73.78,94.0,75.0,0.0,CO,1650866179.0
327,padang,-0.9492,100.3543,84.25,79.0,100.0,5.39,ID,1650866179.0
328,acapulco,16.8634,-99.8901,78.98,75.0,23.0,6.89,MX,1650866003.0
330,san quintin,30.4833,-115.95,62.04,66.0,0.0,0.67,MX,1650866180.0
331,saint george,37.1041,-113.5841,59.25,22.0,10.0,3.0,US,1650866180.0
332,bandar-e lengeh,26.5579,54.8807,86.11,66.0,14.0,6.91,IR,1650866180.0
333,reriutaba,-4.1417,-40.5822,70.86,95.0,98.0,0.94,BR,1650866181.0
334,taltal,-25.4,-70.4833,61.99,82.0,0.0,2.93,CL,1650866181.0
335,cajititlan,20.4333,-103.3167,63.75,40.0,1.0,5.1,MX,1650866181.0
336,nouakchott,18.0858,-15.9785,69.73,56.0,1.0,11.25,MR,1650866181.0
337,balykshi,47.0667,51.8667,64.4,55.0,0.0,11.18,KZ,1650866182.0
338,manokwari,-0.8667,134.0833,84.18,67.0,15.0,4.85,ID,1650865910.0
339,leh,34.1667,77.5833,46.58,30.0,48.0,2.37,IN,1650866182.0
340,krasnyy chikoy,50.3643,108.7512,33.98,76.0,100.0,10.4,RU,1650866182.0
341,codrington,-38.2667,141.9667,62.65,65.0,98.0,11.36,AU,1650866183.0
342,glace bay,46.1969,-59.957,36.27,97.0,100.0,11.5,CA,1650866032.0
344,hambantota,6.1241,81.1185,86.29,68.0,81.0,5.73,LK,1650866183.0
345,sumbe,-11.2061,13.8437,77.29,83.0,98.0,3.6,AO,1650866184.0
346,thoen,17.6129,99.2161,105.58,25.0,5.0,3.94,TH,1650866184.0
347,brunico,46.7958,11.9364,45.95,88.0,99.0,0.89,IT,1650866184.0
348,eureka,40.8021,-124.1637,48.92,83.0,72.0,3.74,US,1650866008.0
349,aleksandrov gay,50.147,48.5704,59.81,60.0,100.0,9.26,RU,1650866185.0
351,kaitangata,-46.2817,169.8464,52.72,74.0,85.0,14.9,NZ,1650865895.0
352,banyo,6.75,11.8167,67.96,89.0,100.0,1.43,CM,1650866195.0
354,catanzaro,38.8908,16.5987,62.74,41.0,2.0,7.49,IT,1650866195.0
355,medicine hat,50.0501,-110.6683,48.72,44.0,0.0,9.22,CA,1650866056.0
357,cabedelo,-6.9811,-34.8339,75.87,84.0,67.0,8.52,BR,1650865910.0
358,sirari,-1.2333,34.4333,66.11,86.0,100.0,4.29,TZ,1650866196.0
359,komsomolets,53.7453,62.0708,58.6,30.0,84.0,12.77,KZ,1650866196.0
360,yuzhno-sukhokumsk,44.6581,45.6436,63.63,44.0,5.0,11.99,RU,1650866196.0
361,vanimo,-2.6741,141.3028,83.84,73.0,100.0,6.85,PG,1650866197.0
362,mocuba,-16.8392,36.9856,73.9,92.0,48.0,4.74,MZ,1650866197.0
364,severobaykalsk,55.65,109.3167,32.88,54.0,94.0,7.81,RU,1650866197.0
365,santiago de cao,-7.9589,-79.2392,62.73,94.0,100.0,11.5,PE,1650866198.0
366,amuntai,-2.4177,115.2494,83.44,86.0,69.0,2.68,ID,1650866198.0
367,fairbanks,64.8378,-147.7164,50.0,34.0,0.0,0.0,US,1650866198.0
368,lagoa,39.05,-27.9833,57.42,74.0,1.0,18.5,PT,1650866199.0
369,yeppoon,-23.1333,150.7333,76.78,77.0,100.0,22.15,AU,1650866199.0
370,oussouye,12.485,-16.5469,74.34,55.0,7.0,3.11,SN,1650866199.0
371,ilfracombe,51.2093,-4.1134,47.55,83.0,14.0,5.01,GB,1650866200.0
372,coihaique,-45.5752,-72.0662,38.01,93.0,100.0,3.44,CL,1650866200.0
373,wynyard,-41.0,145.7167,56.98,1.0,96.0,6.35,AU,1650866200.0
374,boddam,57.4667,-1.7833,43.65,73.0,79.0,1.92,GB,1650866200.0
375,formosa,-26.1775,-58.1781,76.98,88.0,0.0,8.05,AR,1650866201.0
376,plettenberg bay,-34.0527,23.3716,58.08,81.0,97.0,8.21,ZA,1650866201.0
377,severo-kurilsk,50.6789,156.125,34.11,97.0,91.0,0.31,RU,1650866201.0
378,sawakin,19.1059,37.3321,84.36,70.0,8.0,8.48,SD,1650866202.0
379,sohbatpur,28.5202,68.5434,107.47,7.0,8.0,10.87,PK,1650866202.0
380,lapua,62.9693,23.0088,43.34,69.0,40.0,2.48,FI,1650866202.0
381,pangai,-19.8,-174.35,80.71,69.0,75.0,6.91,TO,1650866202.0
383,isangel,-19.55,169.2667,77.81,70.0,100.0,16.44,VU,1650866203.0
384,ust-ordynskiy,52.805,104.7508,33.39,50.0,100.0,17.43,RU,1650866203.0
385,ulladulla,-35.35,150.4667,63.77,72.0,94.0,3.83,AU,1650866203.0
386,whitehorse,60.7161,-135.0538,43.57,56.0,20.0,9.22,CA,1650866200.0
387,batemans bay,-35.7167,150.1833,66.09,68.0,89.0,4.29,AU,1650866204.0
389,dagda,56.0951,27.5372,42.96,94.0,99.0,4.83,LV,1650866204.0
390,havoysund,70.9963,24.6622,32.23,88.0,100.0,12.68,NO,1650866204.0
391,dunedin,-45.8742,170.5036,55.8,66.0,64.0,25.01,NZ,1650865979.0
392,sterling,39.0062,-77.4286,58.95,81.0,53.0,5.99,US,1650865952.0
394,sanming,26.2486,117.6186,89.92,51.0,45.0,6.53,CN,1650866205.0
395,saint-francois,46.4154,3.9054,51.24,82.0,100.0,8.05,FR,1650866205.0
396,soe,-9.8607,124.284,80.53,43.0,94.0,7.96,ID,1650866206.0
397,bontang,0.1333,117.5,85.08,69.0,87.0,3.69,ID,1650866206.0
398,vilyuysk,63.7553,121.6247,29.01,76.0,100.0,4.12,RU,1650866206.0
399,forbes,-33.3833,148.0167,72.91,35.0,92.0,6.42,AU,1650866206.0
400,bueu,42.3246,-8.785,54.19,89.0,100.0,8.05,ES,1650866217.0
401,coahuayana,18.7333,-103.6833,67.68,82.0,32.0,3.0,MX,1650866217.0
402,cabo san lucas,22.8909,-109.9124,72.52,40.0,0.0,1.99,MX,1650866173.0
404,helena,46.5927,-112.0361,39.99,60.0,31.0,5.99,US,1650866066.0
405,havre,49.5833,0.3333,48.34,93.0,75.0,8.05,FR,1650866218.0
406,san pablo jocopilas,14.5833,-91.45,75.96,90.0,68.0,2.8,GT,1650866218.0
407,slave lake,55.2834,-114.769,48.18,43.0,0.0,12.66,CA,1650866218.0
408,altamira,-3.2033,-52.2064,71.24,99.0,76.0,2.08,BR,1650866218.0
409,sept-iles,50.2001,-66.3821,37.92,65.0,75.0,8.05,CA,1650865982.0
410,san patricio,28.017,-97.5169,78.89,92.0,53.0,16.78,US,1650866219.0
411,auki,-8.7676,160.7034,84.13,68.0,66.0,1.7,SB,1650866219.0
412,moranbah,-22.0016,148.0466,69.37,76.0,100.0,17.74,AU,1650866219.0
413,seoul,37.5683,126.9778,74.59,60.0,100.0,5.75,KR,1650866090.0
414,marovoay,-16.1,46.6333,82.36,60.0,70.0,9.73,MG,1650866220.0
415,san cristobal,7.7669,-72.225,68.18,96.0,98.0,1.28,VE,1650866220.0
416,chase,50.8165,-119.6857,63.48,85.0,98.0,3.91,CA,1650866220.0
417,fort nelson,58.8053,-122.7002,44.19,57.0,20.0,9.22,CA,1650866221.0
418,kahului,20.8947,-156.47,75.85,77.0,40.0,20.71,US,1650865930.0
419,khani,41.9563,42.9566,56.77,47.0,0.0,3.49,GE,1650866221.0
420,shelburne,44.0787,-80.2041,61.59,95.0,100.0,12.01,CA,1650866221.0
421,sobolevo,54.4299,31.8996,45.07,94.0,100.0,9.55,RU,1650866222.0
422,port-gentil,-0.7193,8.7815,76.96,94.0,20.0,1.14,GA,1650866222.0
423,castelnau-le-lez,43.6333,3.9,54.91,67.0,0.0,11.5,FR,1650866222.0
424,rio gallegos,-51.6226,-69.2181,42.85,100.0,100.0,4.61,AR,1650866223.0
425,ornskoldsvik,63.2909,18.7153,40.15,75.0,100.0,4.61,SE,1650866223.0
426,sorland,67.667,12.6934,39.06,72.0,100.0,16.91,NO,1650866223.0
427,juneau,58.3019,-134.4197,44.22,96.0,100.0,0.83,US,1650866223.0
428,antofagasta,-23.65,-70.4,60.08,83.0,35.0,4.88,CL,1650866224.0
429,nouadhibou,20.931,-17.0347,64.38,88.0,0.0,11.5,MR,1650866224.0
430,novikovo,51.1537,37.8879,55.51,70.0,3.0,3.71,RU,1650866224.0
431,gonbad-e qabus,37.25,55.1672,67.91,68.0,75.0,0.0,IR,1650866225.0
432,pravda,46.9396,142.009,45.97,54.0,35.0,10.13,RU,1650866225.0
433,makakilo city,21.3469,-158.0858,73.72,69.0,100.0,5.75,US,1650866181.0
434,homer,59.6425,-151.5483,40.05,87.0,100.0,3.58,US,1650866225.0
435,sao filipe,14.8961,-24.4956,73.56,74.0,7.0,7.81,CV,1650866226.0
436,mwinilunga,-11.7358,24.4293,63.73,91.0,50.0,5.41,ZM,1650866226.0
437,sola,-13.8833,167.55,81.5,71.0,97.0,6.24,VU,1650866226.0
438,sur,22.5667,59.5289,92.39,36.0,0.0,3.04,OM,1650866227.0
439,itacarambi,-15.1022,-44.0919,70.45,61.0,53.0,2.44,BR,1650866227.0
440,halifax,44.6453,-63.5724,38.34,87.0,99.0,14.0,CA,1650866191.0
441,marsa matruh,31.3525,27.2453,62.8,77.0,0.0,3.44,EG,1650866227.0
442,santa cruz,-17.8,-63.1667,74.66,94.0,75.0,11.5,BO,1650866228.0
444,talara,-4.5772,-81.2719,70.16,79.0,93.0,14.54,PE,1650866228.0
446,tura,25.5198,90.2201,89.35,48.0,13.0,7.25,IN,1650866228.0
447,georgetown,5.4112,100.3354,93.15,57.0,40.0,9.22,MY,1650866091.0
448,lorengau,-2.0226,147.2712,84.58,64.0,95.0,6.96,PG,1650866113.0
449,beian,63.6559,9.5683,43.02,87.0,75.0,9.22,NO,1650866229.0
450,ostrovnoy,68.0531,39.5131,34.81,99.0,99.0,4.54,RU,1650866239.0
451,bilibino,68.0546,166.4372,22.39,83.0,86.0,4.76,RU,1650866239.0
452,saint-joseph,-21.3667,55.6167,79.21,69.0,59.0,12.41,RE,1650866240.0
453,ialibu,-6.2821,143.9935,62.02,95.0,84.0,1.28,PG,1650866240.0
454,mount isa,-20.7333,139.5,73.17,100.0,100.0,5.75,AU,1650866240.0
455,danville,36.586,-79.395,61.09,85.0,3.0,5.86,US,1650866179.0
456,nicolas bravo,18.45,-88.9167,72.7,93.0,1.0,3.58,MX,1650866241.0
457,alta floresta,-9.8756,-56.0861,71.58,96.0,50.0,3.29,BR,1650866241.0
458,mana,5.6592,-53.7767,76.55,92.0,89.0,7.2,GF,1650866241.0
459,batman,37.8874,41.1322,66.0,48.0,74.0,4.61,TR,1650866242.0
460,buta,2.7858,24.73,72.52,93.0,100.0,2.53,CD,1650866242.0
461,najran,17.4924,44.1277,81.25,29.0,17.0,2.95,SA,1650866242.0
462,sao jose da coroa grande,-8.8978,-35.1478,77.72,81.0,33.0,7.63,BR,1650866242.0
463,cayenne,4.9333,-52.3333,81.09,1.0,40.0,1.14,GF,1650866243.0
464,salyan,39.5936,48.9805,63.46,59.0,100.0,4.14,AZ,1650866243.0
465,yerbogachen,61.2767,108.0108,33.46,55.0,100.0,8.99,RU,1650866119.0
466,axim,4.8699,-2.2405,77.16,84.0,100.0,4.56,GH,1650866243.0
467,kaluga,54.5,35.5,50.68,73.0,51.0,11.65,RU,1650866244.0
468,norden,53.6,7.2,44.94,86.0,74.0,16.13,DE,1650866244.0
469,tahoua,14.8888,5.2692,81.57,12.0,88.0,8.81,NE,1650866244.0
470,soyo,-6.1349,12.3689,77.36,90.0,100.0,7.47,AO,1650866245.0
471,solnechnyy,50.7214,136.6319,34.03,90.0,96.0,4.43,RU,1650866245.0
472,tecoanapa,16.5167,-98.75,79.16,73.0,4.0,5.88,MX,1650866245.0
473,hofn,64.2539,-15.2082,41.63,83.0,100.0,1.9,IS,1650866246.0
474,honiara,-9.4333,159.95,83.64,75.0,59.0,2.59,SB,1650866246.0
475,tapejara,-28.0681,-52.0139,57.15,93.0,0.0,5.61,BR,1650866246.0
476,galdar,28.147,-15.6502,59.5,75.0,9.0,4.81,ES,1650866246.0
477,nong han,17.3608,103.1053,103.01,31.0,12.0,6.22,TH,1650866247.0
478,maebaru,33.55,130.2,85.95,58.0,69.0,1.1,JP,1650866247.0
479,rantepao,-2.9701,119.8978,70.95,98.0,97.0,1.19,ID,1650866247.0
480,zhuanghe,39.7008,122.9911,57.06,79.0,100.0,8.75,CN,1650866248.0
481,mabaruma,8.2,-59.7833,72.95,99.0,89.0,1.52,GY,1650866248.0
482,elizabeth city,36.2946,-76.2511,68.05,80.0,0.0,3.0,US,1650866248.0
483,karpathos,35.507,27.2132,62.56,94.0,20.0,20.71,GR,1650866249.0
484,azul,-36.777,-59.8585,62.35,86.0,49.0,5.46,AR,1650866249.0
485,alyangula,-13.8483,136.4192,84.07,79.0,75.0,8.05,AU,1650866249.0
486,alofi,-19.0595,-169.9187,78.69,89.0,40.0,3.44,NU,1650866249.0
487,laguna,38.421,-121.4238,64.54,54.0,0.0,5.75,US,1650866250.0
488,ocampo,21.65,-101.5,60.98,39.0,1.0,5.17,MX,1650866250.0
489,husavik,66.0449,-17.3389,41.72,90.0,100.0,2.26,IS,1650866250.0
490,barguzin,53.6167,109.6167,37.63,49.0,96.0,10.69,RU,1650866251.0
491,tuburan,6.6439,122.2736,87.89,73.0,71.0,5.1,PH,1650866251.0
492,narsaq,60.9167,-46.05,35.06,89.0,100.0,1.28,GL,1650866251.0
493,aripuana,-9.1667,-60.6333,72.37,96.0,6.0,1.68,BR,1650866252.0
494,jieshi,22.8134,115.8257,86.95,76.0,56.0,10.31,CN,1650866252.0
495,umm kaddadah,13.6017,26.6876,87.66,6.0,52.0,9.51,SD,1650866252.0
496,tigil,57.8,158.6667,32.4,100.0,100.0,4.74,RU,1650866252.0
497,verkhnyaya inta,65.9811,60.3094,31.78,90.0,94.0,12.82,RU,1650866253.0
498,mattawa,46.7379,-119.9028,59.07,34.0,85.0,21.0,US,1650866253.0
500,dukat,62.55,155.55,23.85,89.0,100.0,6.71,RU,1650866263.0
501,bud,39.447,-86.1758,68.41,95.0,100.0,8.79,US,1650866264.0
502,nanakuli,21.3906,-158.1547,75.11,68.0,100.0,5.75,US,1650866264.0
503,makarov,48.6333,142.8,41.31,62.0,16.0,7.4,RU,1650866265.0
504,dubrovka,53.6907,33.5071,50.13,78.0,87.0,12.46,RU,1650866265.0
505,lazaro cardenas,17.9583,-102.2,73.35,78.0,51.0,4.65,MX,1650866265.0
506,baykit,61.67,96.37,33.4,60.0,100.0,10.83,RU,1650866266.0
507,myhove,48.1575,25.379,55.78,71.0,100.0,3.62,UA,1650866266.0
508,santa flavia,38.085,13.5351,63.28,55.0,6.0,4.0,IT,1650866266.0
509,pozo colorado,-23.4923,-58.7972,82.35,55.0,0.0,11.12,PY,1650866267.0
510,holme,56.1138,10.1725,42.94,79.0,21.0,6.78,DK,1650866267.0
511,xapuri,-10.6517,-68.5044,74.68,93.0,93.0,1.39,BR,1650866268.0
513,arsenyev,44.1631,133.2733,71.67,19.0,15.0,11.41,RU,1650866268.0
514,yurty,56.0498,97.6348,35.83,57.0,100.0,10.89,RU,1650866269.0
515,sioux lookout,50.1001,-91.917,26.67,93.0,100.0,14.97,CA,1650866269.0
516,dingli,35.8614,14.3822,58.82,67.0,0.0,2.3,MT,1650866270.0
517,chingirlau,51.095,54.0814,57.78,52.0,68.0,11.45,KZ,1650866270.0
518,tevaitoa,-16.7833,-151.5,80.55,74.0,25.0,4.38,PF,1650866270.0
519,porto novo,6.4965,2.6036,75.02,83.0,97.0,4.23,BJ,1650866271.0
520,bakel,14.905,-12.4568,83.08,22.0,5.0,9.95,SN,1650866271.0
521,biak,-0.9131,122.8766,82.62,77.0,22.0,4.54,ID,1650866271.0
522,vangaindrano,-23.35,47.6,74.3,88.0,99.0,9.31,MG,1650866272.0
523,praia da vitoria,38.7333,-27.0667,55.65,82.0,40.0,16.46,PT,1650866272.0
524,kolyvan,55.3053,82.7391,47.82,43.0,63.0,6.53,RU,1650866272.0
525,katangli,51.7102,143.2326,30.81,90.0,100.0,10.47,RU,1650866273.0
526,olaya,6.6276,-75.8127,72.99,97.0,93.0,0.81,CO,1650866273.0
527,broome,42.2506,-75.833,57.09,67.0,92.0,7.0,US,1650866274.0
528,goderich,43.7501,-81.7165,64.72,88.0,100.0,18.41,CA,1650866274.0
529,raga,8.4596,25.678,80.38,62.0,100.0,8.05,SS,1650866274.0
530,canberra,-35.2835,149.1281,65.26,68.0,100.0,8.05,AU,1650866027.0
531,meadow lake,34.8014,-106.5436,54.32,21.0,6.0,10.6,US,1650866032.0
532,grand gaube,-20.0064,57.6608,79.38,67.0,39.0,11.01,MU,1650866275.0
533,talcahuano,-36.7167,-73.1167,50.56,79.0,50.0,4.74,CL,1650866275.0
534,ballina,-28.8667,153.5667,73.36,60.0,98.0,13.8,AU,1650866275.0
535,hidalgo,20.5,-99.0,65.32,74.0,89.0,2.04,MX,1650866171.0
536,catuday,16.2923,119.8062,85.35,67.0,62.0,11.7,PH,1650866276.0
537,hendek,40.7994,30.7481,64.81,66.0,68.0,3.58,TR,1650866276.0
538,kolpino,59.7507,30.5886,44.65,87.0,100.0,6.71,RU,1650866040.0
539,aloleng,16.1307,119.7824,86.77,67.0,61.0,11.63,PH,1650866276.0
540,chapais,49.7834,-74.8492,35.38,71.0,100.0,14.81,CA,1650866277.0
541,salinopolis,-0.6136,-47.3561,77.31,87.0,67.0,9.04,BR,1650866202.0
542,oxford,51.7522,-1.256,44.71,91.0,40.0,5.75,GB,1650866277.0
543,isla vista,34.4133,-119.861,66.34,52.0,0.0,6.42,US,1650866278.0
544,ossora,59.2353,163.0719,31.23,92.0,100.0,21.85,RU,1650866278.0
545,tombouctou,20.0,-3.0,71.31,33.0,0.0,9.84,ML,1650866278.0
546,santa rosa,14.3122,121.1114,93.11,65.0,89.0,15.35,PH,1650865551.0
547,kismayo,-0.3582,42.5454,85.95,67.0,79.0,11.48,SO,1650866279.0
548,dwarka,22.2394,68.9678,86.56,56.0,0.0,13.76,IN,1650866279.0
549,namatanai,-3.6667,152.4333,84.72,66.0,71.0,6.24,PG,1650866279.0
550,kununurra,-15.7667,128.7333,94.98,24.0,31.0,11.5,AU,1650866115.0
551,havre-saint-pierre,50.2334,-63.5986,41.36,70.0,100.0,14.97,CA,1650866290.0
552,dhuburi,26.0333,89.9667,91.11,48.0,14.0,2.1,IN,1650866290.0
553,korla,41.7597,86.1469,78.01,18.0,90.0,11.1,CN,1650866291.0
554,torrington,41.8007,-73.1212,44.01,76.0,46.0,2.66,US,1650866291.0
555,mount gambier,-37.8333,140.7667,73.31,38.0,100.0,9.22,AU,1650866291.0
556,saint anthony,45.0205,-93.218,37.33,73.0,100.0,19.57,US,1650866292.0
557,lusambo,-4.9667,23.45,71.26,96.0,79.0,1.23,CD,1650866292.0
558,terrace bay,48.7834,-87.1,35.17,96.0,100.0,15.14,CA,1650866292.0
559,bentiu,9.2333,29.8333,83.26,58.0,67.0,6.46,SS,1650866293.0
560,sabzevar,36.2126,57.6819,70.88,43.0,0.0,18.41,IR,1650866293.0
561,am timan,11.0297,20.2827,86.43,48.0,99.0,10.16,TD,1650866294.0
562,belmonte,-15.8631,-38.8828,76.91,87.0,70.0,6.85,BR,1650866294.0
563,seda,57.65,25.75,42.06,93.0,100.0,3.91,LV,1650866294.0
564,okhotsk,59.3833,143.3,35.24,75.0,43.0,8.32,RU,1650866253.0
565,luancheng,37.8792,114.6517,77.16,29.0,37.0,4.83,CN,1650866295.0
566,antananarivo,-18.9137,47.5361,64.36,82.0,75.0,9.22,MG,1650866194.0
567,luderitz,-26.6481,15.1594,55.98,45.0,0.0,10.76,NA,1650866295.0
568,moron,-34.6534,-58.6198,69.69,89.0,100.0,9.22,AR,1650866116.0
569,verkhnevilyuysk,63.4453,120.3167,31.8,71.0,100.0,3.22,RU,1650866296.0
570,guaraniacu,-25.1008,-52.8781,61.12,96.0,5.0,3.2,BR,1650866296.0
573,grajau,-5.8194,-46.1386,72.61,96.0,47.0,2.68,BR,1650866297.0
574,zhigansk,66.7697,123.3711,22.73,75.0,97.0,6.96,RU,1650866297.0
575,pryozerne,45.2698,36.3303,59.27,68.0,80.0,8.05,UA,1650866297.0
576,hindoria,23.9,79.5667,103.35,7.0,0.0,4.21,IN,1650866298.0
577,yulara,-25.2406,130.9889,76.84,38.0,40.0,6.91,AU,1650866298.0
578,zyryanka,65.75,150.85,25.72,84.0,100.0,15.08,RU,1650866298.0
579,bhuj,23.2667,69.6667,97.09,18.0,0.0,12.95,IN,1650866299.0
580,haines junction,60.7522,-137.5108,34.52,91.0,95.0,1.81,CA,1650866299.0
581,sitka,57.0531,-135.33,42.03,89.0,100.0,4.03,US,1650866215.0
582,linkoping,58.4109,15.6216,37.38,75.0,0.0,5.75,SE,1650866300.0
583,calvia,39.5657,2.5062,54.09,87.0,89.0,4.65,ES,1650866214.0
584,oxelosund,58.6706,17.1015,37.78,65.0,0.0,9.22,SE,1650866300.0
585,kavieng,-2.5744,150.7967,84.38,70.0,100.0,7.85,PG,1650866300.0
586,gashua,12.871,11.0482,83.44,29.0,44.0,7.2,NG,1650866301.0
587,sinnamary,5.3833,-52.95,77.5,89.0,64.0,8.63,GF,1650866301.0
589,yatou,37.15,122.3833,57.6,88.0,100.0,10.36,CN,1650866302.0
590,jurm,36.8648,70.8342,63.43,50.0,44.0,3.24,AF,1650866302.0
591,inirida,3.8653,-67.9239,72.84,98.0,100.0,0.89,CO,1650866302.0
592,coquimbo,-29.9533,-71.3436,56.93,94.0,75.0,5.75,CL,1650866043.0
593,merauke,-8.4667,140.3333,84.07,71.0,87.0,4.38,ID,1650866303.0
594,acobamba,-11.3525,-75.6594,48.99,89.0,100.0,2.51,PE,1650866303.0
595,ixtapa,20.7,-105.2,73.22,80.0,1.0,2.75,MX,1650866303.0
596,kaseda,31.4167,130.3167,72.73,84.0,100.0,6.93,JP,1650866304.0
597,guatire,10.4762,-66.5427,76.69,96.0,80.0,1.34,VE,1650866304.0
598,malakal,9.5334,31.6605,84.83,55.0,73.0,6.33,SS,1650866305.0
599,saiha,22.4833,92.9667,96.15,24.0,0.0,5.26,IN,1650866305.0
600,atar,20.5169,-13.0499,71.28,38.0,0.0,7.43,MR,1650866315.0
601,hay river,60.8156,-115.7999,37.38,60.0,40.0,18.41,CA,1650866316.0
